title,start_year,end_year,genre,summary_tvmaze,summary_imdb,rating_tvmaze,rating_imdb,votes,run_time,language,actors,status
Eden,2021,2021,"Animation, Action, Adventure","In the very distant future, the human race has disappeared. Or so they thought ... In the mechanical metropolis Eden 3 only robots live. One day, two farmer robots run into a human baby in the city and make a decision that will change everything.","A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished.",6.3,6.6,821,25,,"Marika Kôno, Kentarô Itô, Kyôko Hikami, Tarusuke Shingaki",Ended
The Flemish Bandits,2018,2020,"Adventure, Drama, History",,An eighteenth century bandit becomes a local hero.,,6.8,2114,45,,"Matteo Simoni, Stef Aerts, Jeroen Perceval, Dirk Roofthooft",Ended
The Real Housewives of Atlanta,2008,,Reality-TV,"An up-close and personal look at life in Hotlanta, The Real Housewives of Atlanta follows five glamorous southern belles as they balance motherhood, demanding careers and a fast-paced social calendar, and shows what life is like in the most exclusive areas of Atlanta. These driven and ambitious women prove that they're not just ""housewives,"" but entrepreneurs, doting mothers and classy southern women. These ladies show the world what it takes to live large in some of the hottest zip codes in the south.","A reality television series focused on the personal and professional lives of several women residing in Atlanta, Georgia.",4.4,4.4,3413,44,English,"Kandi Burruss, Cynthia Bailey, NeNe Leakes, Kenya Moore",Running
Alhambeura Goongjeonui Chooeok,2018,2019,"Drama, Romance, Sci-Fi",,"After suffering a setback following a friend's betrayal Yoo Jin Woo travels to Spain on a business. There, he stays at an old hostel owned by a former classical guitarist Jung Hee Joo. The two get entangled in a mysterious incident.",,7.8,4367,60,,"Park Shin-Hye, Hyun Bin, Jin-Woong Min, Park Hoon",Ended
Slugterra,2012,2016,"Animation, Action, Comedy","Eli Shane is determined to be the greatest Slugslinging hero of them all! Only by collecting, training and dueling with little critters called SLUGS can Eli and his team hope to defeat the forces of evil. Did we mention the part where the slugs transform into powerful magical beasts? That part's awesome. Slugterra is an epic sci-fi comedy adventure set deep underground, where the ammo's alive and only the quick survive! In this luminous, high-tech, underground world every cavern holds a new adventure, new battle and weird little slugs to be discovered! The story follows Eli and his crew as they explore the caverns, challenge rivals and each other to friendly duels, upgrade their cool gear, and generally have a blast in this never-before-imagined underground world! But there is a very real threat to the world and the slugs; Dr. Blakk is seeking to ""ghoul"" the slugs, transforming them into feral mindless weapons! No one has been able to stand up to Blakk's powerful slugs and army of henchmen... until now.","Eli Shane is determined to be the greatest Slugslinging hero of them all! Only by collecting, training and dueling with little critters called SLUGS can Eli and his team hope to defeat the ...",,6.5,1209,22,English,"Lee Tockar, Sam Vincent, Andrew Francis, Shannon Chan-Kent",Ended
Power Rangers Ninja Steel,2017,2018,"Action, Adventure, Drama",,A new team of superhuman power rangers must work together and use their new ninja powers to prevent evil from dominating the human race and from destroying the planet earth and the universe,,5.9,758,21,,"William Shewfelt, Nico Greetham, Zoë Robins, Peter Adrian Sudarso",Ended
Goo-hae-jwo,2017,2019,"Mystery, Thriller",,A young girl coming to a small town with her family. And through tragic events getting involved with a religious cult.,,8.1,1046,60,,"Jo Jae-yoon, Ho-jin Chun, Tae-goo Eom, Esom",Ended
Creeped Out,2017,2019,"Drama, Family, Fantasy","Creeped Out is an anthology series of spellbinding, eerie and intriguing tales. Linking them together is The Curious, a mysterious, ancient figure who collects creepy stories like souvenirs.","Creeped Out is a series of spellbinding, enchanting and intriguing tales. Each episode is a different story set in a different place and time, with different characters exploring their way through the unexplained.",5.4,6.6,1562,30,English,"Victoria Diamond, William Romain, Jaiden Cannatelli, Lukas Engel",Ended
Frequency,2016,2017,"Drama, Fantasy, Mystery","A female police detective in 2016 discovers she is able to speak via a ham radio with her father (also a detective) who died in 1996. They forge a new relationship while working together on an unresolved murder case, but unintended consequences of the ‘butterfly effect' wreak havoc in the present day.","A police detective in 2016 discovers that she is able to communicate with her father via a ham radio, despite the fact that he died in 1996.",7.2,7.5,13090,42,English,"Peyton List, Riley Smith, Devin Kelley, Mekhi Phifer",Ended
Hwayugi,2017,2018,"Comedy, Fantasy, Horror",,"In 2017, Son Oh Gong and Ma Wang are in conflict with each other and they look for a true light in a dark world where evils exists everywhere.",,8.1,3664,75,,"Lee Seung-gi, Seung-Won Cha, Yeon-Seo Oh, Hong-ki Lee",Ended
Sonic Prime,2022,2024,"Animation, Action, Adventure","Sonic Prime draws upon the keystones of the brand and features the ""Blue Blur"" of video game fame in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands. Sonic's adventure is about more than a race to save the universe, it's a journey of self-discovery and redemption.",Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.,6.7,,,25,English,,Ended
Charité,2017,,"Drama, History",Charité describes the accomplishments of several famous German physicians and scientists at the prestigious Charité hospital in Berlin towards the end of the 19th century.,The series describes the accomplishments of several famous German physicians and scientists at the prestigious Charité hospital in Berlin during its history.,6.9,7.9,2873,45,German,"Alicia von Rittberg, Mala Emde, Nina Gummich, Maximilian Meyer-Bretschneider",Running
Luna Nera,2020,2020,"Drama, Fantasy, Thriller","In 17th century Italy, a teenage midwife accused of witchcraft must choose between a star-crossed love and fulfilling her powerful destiny.",A group of women are suspected of witchcraft in 17th century Italy.,7.0,5.6,2533,43,Italian,"Antonia Fotaras, Giorgio Belli, Gloria Carovana, Giandomenico Cupaiuolo",Ended
Scissor Seven,2018,,"Animation, Action","On a small island, Seven, an assassin who can disguise himself as anything, carries out various assassinations at a low price, charging only 567 yuan for each mission.","Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among two feuding factions.",,8.3,1553,13,Chinese,"Jas Patrick, Ronny Chieng, Jake Green, Aleks Le",Running
Mahouka koukou no rettousei,2014,,"Animation, Action, Drama",In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,Magic-- A century has passed since this concept has been recognized as a formal technology instead of the product of the occult or folklore. The season is spring and it is time for a brand ...,6.4,7.2,2698,22,Japanese,"Yûichi Nakamura, Saori Hayami, Yumi Uchiyama, Kana Hanazawa",Running
B: The Beginning,2018,,"Animation, Action, Crime","B: The Beginning is set in a future where scientists have tried to create the ""perfect human"" in hopes of keeping peace in the universe. After nearly achieving their goal through several children, the scientists send their ""new humans"" for further training where they are kidnapped by an evil organization set on using their powers to implement their own concept of a new world order.","In this anime series, scientists hope ""new humans"" will create universal peace, but they're kidnapped by an evil group with very different plans.",6.5,7.2,4285,25,Japanese,"Hiroaki Hirata, Hiroki Touchi, Asami Seto, Johnny Yong Bosch",To Be Determined
Life Unexpected,2010,2011,Drama,"After spending all of her 15 years bouncing from one foster family to another in Portland, Oregon, Lux has decided it's time to take control of her life and become an emancipated minor. Her journey through the legal system leads Lux to her biological parents, local radio personality Cate Cassidy and thirty-something Nate ""Baze"" Bazile, who had a one-night stand back in high school. Although they haven't seen each other in 15 years, it doesn't take Cate and Baze long to fall into the same contentious relationship they had as teenagers. However, when a judge decides that Lux isn't ready for emancipation and unexpectedly grants temporary joint custody to Baze and Cate, they agree to try to get past the arguments and awkwardness and make a belated attempt to give Lux the family she deserves. The cast also Math, Baze's childhood friend and current roommate, and Ryan Thomas, Cate's fiancé and co-host on K100.","After 15 years in foster homes, Lux decides to get emancipated, which leads to her meeting her birth parents.",7.2,7.5,14088,60,English,"Shiri Appleby, Kristoffer Polaha, Britt Robertson, Kerr Smith",Ended
Power Rangers Beast Morphers,2019,2020,"Action, Adventure, Drama",,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team.",,6.8,479,21,,"Rorrie D. Travis, Jasmeet Baduwalia, Jacqueline Scislowski, Abraham Rodriguez",Ended
Alvinnn!!! And the Chipmunks,2015,2023,"Animation, Comedy, Drama","ALVINNN!!! and the Chipmunks, featuring international superstars Alvin, Simon and Theodore, takes us on a roller coaster ride of music, laughter and stories geared to entertain The Chipmunks' four generations of fans.",A single dad has his hands full raising six rambunctious chipmunks in this animated comedy.,5.4,4.5,1226,11,English,"Ross Bagdasarian Jr., Janice Karman, Vanessa Bagdasarian, Bettina Kenney",Ended
Little Britain,2003,2006,Comedy,"The zany comedy show with Matt Lucas and David Walliams, featuring characters from all over Little Britain.","Matt Lucas and David Walliams, the creators of this character-comedy sketch show, delight in all that is mad, bad, quirky and generally bonkers about the people and places of Britain.",7.6,7.6,22619,29,English,"Matt Lucas, David Walliams, Tom Baker, Paul Putner",Ended
