title,start_year,end_year,genre,rating,votes,plot_summary,run_time,gross,production_type,actors,director
He Who Dares,2014,,"['Action', 'Crime', 'Thriller']",3.1,983,"A group of ruthless masked terrorists kidnap the Prime Ministers daughter, fortifying themselves in an underground car park rigged with explosives. A crack SAS team are sent in and must take the building one level at a time.",82,,,"['Tom Benedict Knight', 'Simon Phillips', 'Christina Bellavia', 'Ewan Ross']",['Paul Tanter']
Namaste Wahala,2021,,"['Drama', 'Romance']",5.1,890,A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.,106,,,"['Ini Dima Okojie', 'Ruslaan Mumtaz', 'Richard Mofe-Damijo', 'Joke Silva']",['Hamisha Daryani Ahuja']
Patron Mutlu Son Istiyor,2014,,"['Comedy', 'Romance']",6.1,6542,"Sinan is sent to Capadocia by his boss, Isfendiyar to write a screenplay. As he waits for inspiration, Sinan finds himself running first into Eylul, the daughter of Izzet, who owns the ...",109,,,"['Tolga Çevik', 'Ezgi Mola', 'Murat Basoglu', 'Erkan Can']",['Kivanç Baruönü']
Le Coup de Foudre,2019,Ongoing,"['Comedy', 'Romance']",8.2,205,"Story about a pair of lovers from their high school to adult life. Based on the Chinese novel ""I Don't Like This World, I Only Like You"" by Qiao Yi.",45,,Series,"['Ge An', 'Li Ma', 'Jampa Tseten', 'Yutong Xie']",
Undercover,2021,Ongoing,"['Crime', 'Drama', 'Mystery']",,,The story about a woman who joins an organized crime ring and infiltrates the police as an undercover agent in order to find out the truth about her father's death.,,,Series,"['Ahn Bo-Hyun', 'So-hee Han', 'Yull Jang', 'Sang-ho Kim']",
La grande classe,2019,,['Comedy'],5.3,1089,"Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.",83,,,"['Ludovik', 'Jérôme Niel', 'Nicolas Berno', 'Johann Dionnet']","['Remy Four', 'Julien War']"
Den man älskar,2007,,['Drama'],6.2,511,The young woman Lena has once again found happiness with a new man after having left a violent relationship.,92,,,"['Sofia Ledarp', 'Jonas Karlsson', 'Rolf Lassgård', 'Isa Aouifia']",['Åke Sandgren']
Piggy Tales,2014,2018,"['Animation', 'Adventure', 'Comedy']",7.2,110,A cartoon series of green cartoon piggies.,1,,Series,"['Antti Pääkkönen', 'Antti Pääkkönen', 'Douglas Black Heaton']",
Kevin Hart's Guide to Black History,2019,,['Comedy'],5.5,1257,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining and educational comedy special.,62,,TV Movie,"['Steve Agee', 'Derek Basco', 'Brad Berryhill', 'Kirk Bovill']",['Tom Stern']
Terrorism Close Calls,2018,Ongoing,['Documentary'],5.2,595,"The war on terror is everywhere and anywhere. In this series, we learn about the deadly terrorist attacks that almost happened or were not as deadly as planned. Each episodes explores a ...",50,,Series,"['Dylan Berry', 'David Bitkower', 'Don Borelli', 'Richard Frankel']",
Kalushi: The Story of Solomon Mahlangu,2016,,"['Biography', 'Drama', 'Thriller']",6.5,268,"Solomon Mahlangu is a Mamelodi township schoolboy-hawker who, after the events of June 16th joins the military wing of the ANC to fight against the brutal oppression of the Apartheid regime...",107,,,"['Thabo Rametsi', 'Thabo Malema', 'Welile Nzuza', 'Jafta Mamabolo']",['Mandla Dube']
Lady-Like,2017,,"['Comedy', 'Romance']",4.8,3069,"When a quick-witted but co-dependent college girl helps her best friend land a boyfriend, she's left on the outside looking in and is forced to deal with the realities of adulthood for the first time.",82,,,"['Stephanie Simbari', 'Olivia Luccardi', 'Sarah Moliski', 'Corinne Mestemacher']",['Brent Craft']
VeggieTales in the House,2014,2016,"['Animation', 'Short', 'Adventure']",4.4,280,"Get ready to love your veggies! The beloved faith-based brand has a fresh new look as Bob the Tomato, Larry the Cucumber and all their Veggie friends venture off the countertop for the ...",,,Series,"['Phil Vischer', 'Mike Nawrocki', 'Tress MacNeille', 'Rob Paulsen']",
Dolphin Kick,2019,,['Adventure'],4.4,294,"On a tropical island vacation, a young boy's friendship with a playful and friendly dolphin helps him find the courage to get back in the water after the sudden loss of his mother.",89,,,"['Axle McCoy', 'Tyler Jade Nixon', 'Travis McCoy', 'DeVaughn Gow']",['Philip Marlatt']
My Little Pony: Equestria Girls - Friendship Games,2015,,"['Animation', 'Family', 'Fantasy']",6.6,1659,Canterlot High and a rival school face off in a series of sporting events.,72,,,"['Tara Strong', 'Rebecca Shoichet', 'Ashleigh Ball', 'Andrea Libman']","['Ishi Rudell', 'Jayson Thiessen']"
The Larva Island Movie,2020,,"['Animation', 'Adventure', 'Comedy']",5.1,541,"In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow",89,,,"['Hong Bum-ki', 'Kang Shi Hyun', 'Eddy Lee']",['Byoung-Wook Ahn']
Ladronas de Almas,2015,,['Horror'],5.0,252,"During the battle between insurgents and the royalist Spanish army during the Mexican civil war, some outlaws seek treasure within a families compound only to find horrors they could never have imagined.",88,,,"['Sofía Sisniega', 'Natasha Dupeyrón', 'Ana Sofía Durán', 'Ricardo Dalmacci']",['Juan Antonio de la Riva']
Singapore Social,2019,Ongoing,['Reality-TV'],5.1,1749,A Reality TV-series following a group of young Singaporeans.,,,Series,"['Sukki Singapora', 'Paul Foster', 'Nicole Ong', 'Vinny Sharpe']",
Grass Is Greener,2019,,['Documentary'],7.1,1178,A look at America's complicated relationship with cannabis.,97,,,"['B-Real', 'Steven Hager', 'Damian Marley', 'Snoop Dogg']",['Fab 5 Freddy']
Guru-Guru Gokil,2020,,"['Comedy', 'Drama']",6.2,367,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.",101,,,"['Gading Marten', 'Boris Bokir', 'Kevin Ardillova', 'Ibnu Jamil']",['Sammaria Simanjuntak']
Skytten,2013,,"['Crime', 'Drama', 'Thriller']",5.5,1611,A reporter confronts the Danish foreign minister on TV about broken promises on ecological policies with offshore oil drilling NE of Greenland. A geophysicist/sharpshooter is angered and loose in Copenhagen.,90,,,"['Trine Dyrholm', 'Kim Bodnia', 'Kristian Halken', 'Nikolaj Lie Kaas']",['Annette K. Olesen']
Anthony Jeselnik: Thoughts and Prayers,2015,,['Comedy'],7.8,4734,Stand up comedian and former Late Night with Jimmy Fallon writer Anthony Jeselnik brings his dark humor and wit to San Francisco.,59,,Video,"['Anthony Jeselnik', 'Peggy']",['Adam Dubin']
ReMastered: Devil at the Crossroads,2019,,"['Documentary', 'Biography']",7.0,2452,"A look at the short, mysterious life of blues legend, Robert Johnson, who was said to have made a deal with the Devil at a crossroads in rural Mississippi.",48,,TV Movie,"['Terry Harmonica Bean', 'Rory Block', 'Yvonne Chireau', 'Eric Clapton']",['Brian Oakes']
Surviving Summer,2022,Ongoing,['Drama'],,,"Rebellious Brooklyn teen Summer Torres is sent to live with family friends in the tiny town of Shorehaven on the Great Ocean Road, Victoria, AUS. Despite her best efforts, Summer falls in love with the town, the people and the surf.",,,Series,"['Sky Katz', 'Kai Lewins', 'Savannah La Rain', 'Joao Marinho']",
The Dorm,2014,,['Horror'],4.1,870,"Vivian, a shy self-conscious college freshman, transforms into a new person after she rooms with a popular coed.",79,,TV Movie,"['Alexis Knapp', 'Cassie Steele', 'Max Lloyd-Jones', 'Rami Kahlon']",['Rachel Talalay']
Louis C.K. 2017,2017,,['Comedy'],7.6,9563,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers, and more in a live performance from Washington D.C.",74,,TV Special,"['Louis C.K.', 'Joe List']",['Louis C.K.']
Oh Yuck!,2017,,['Family'],7.4,30,"Oh Yuck is a fast-paced, fact-laden, laugh out loud, narrative comedy series for 11-13 year old kids that mixes live action with animation to explore the science behind all things ooey, ...",,,,"['Kayne Tremills', 'Nia Roam', 'David Collins', 'Shane Dundas']",
De verbouwing,2012,,"['Drama', 'Thriller']",6.0,1323,"Tessa opens her luxurious clinic with a big party. She is smart, beautiful, savvy, and happily married with an intelligent adolescent son. But appearances are deceptive. In reality, her ...",101,,,"['Tjitske Reidinga', 'Mark Rietman', 'Nanette Drazic', 'Terence Schreurs']",['Will Koopman']
Krishna and His Leela,2020,,"['Comedy', 'Romance']",5.4,1349,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",125,,,"['Sidhu Jonnalagadda', 'Shraddha Srinath', 'Seerat Kapoor', 'Shalini Vadnikatti']",['Ravikanth Perepu']
Hibana,2016,,['Drama'],7.8,678,A young Manzai comedian in Tokyo has an electrifying encounter with a senior comedian who is a genius with unique comedy philosophy who drives his determination and inspires his creativity.,60,,,"['Kento Hayashi', 'Kazuki Namioka', 'Masao Yoshii', 'Nahana']",
The Warriors,,,"['Action', 'Adventure', 'Crime']",,,A television adaptation of The Warriors (1979).,,,,,
DeadEndia,2021,Ongoing,"['Animation', 'Adventure', 'Comedy']",,,The series follows the story of a group of employees (Barney and Norma) who work at a theme-park haunted house during the summer which might be a portal to hell. Both are joined by Pugsley ...,,,Series,"['Zach Barack', 'Alex Brightman', 'Kody Kavitha', 'Kathreen Khavari']",
Zinzana,2015,,"['Crime', 'Drama', 'Thriller']",7.0,1428,"Trapped in a prison cell (""Zinzana"") in a remote police station, a man named Talal (Saleh Bakri) is tortured by visions of his beloved ex-wife and son as he waits to hear his fate. When ...",96,,,"['Ali Suliman', 'Omar Abdulhamid', 'Abdalla Bu Abed', 'Ahd']",['Majid Al Ansari']
Tom Segura: Mostly Stories,2016,,['Comedy'],7.6,3199,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",73,,TV Special,"['Gabriel G. Alvarez', 'I. Elijah Baughman', 'Brandon Brown', 'Davis Choh']","['Jay Karas', 'Rami Hachache']"
King's Faith,2013,,['Drama'],6.4,744,"When eighteen-year-old Brendan King attempts to leave his turbulent gang life behind him, his past continues to threaten his new-found faith, family, and future.",108,0.09,,"['Crawford Wilson', 'Lynn Whitfield', 'James McDaniel', 'Kayla Compton']",['Nicholas DiBella']
De ce eu?,2015,,"['Drama', 'Thriller']",7.5,2340,"Cristian, a young idealistic prosecutor whose career is on the rise, tries to crack a case against a senior colleague accused of corruption. The dilemma of choosing between his career and ...",125,,,"['Emilian Oprea', 'Mihai Constantin', 'Andreea Vasile', 'Dan Condurache']",['Tudor Giurgiu']
Bridegroom,2013,,['Documentary'],8.0,4446,Shane Bitney Crone's plans to marry Tom Bridegroom in California after the same-sex marriage law is passed takes a tragic turn when his partner of six years accidentally dies and Tom's family refuses Shane from attending the funeral.,80,,,"['Cindy Bitney', 'David Crone', 'Jessica Mitchell', 'Lizzy Mohl']",['Linda Bloodworth-Thomason']
Life Overtakes Me,2019,,"['Documentary', 'Short']",6.5,1755,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome.",39,,Short,"['Henry Ascher', 'Nadja Hatem', 'Mikael Billing', 'Karl Sallin']","['John Haptas', 'Kristine Samuelson']"
ÜberWeihnachten,2020,,"['Comedy', 'Drama', 'Romance']",6.7,1700,"Bastian returns home for the holidays to learn that his brother is dating his ex, and if that wasn't enough, his parents are also keeping a big secret.",48,,,"['Luke Mockridge', 'Seyneb Saleh', 'Cristina do Rego', 'Lucas Reiber']",
Bangkok Love Stories: Innocence,2018,2019,['Romance'],6.8,166,"From a teenage parkour enthusiast to a bawdy widow, an eclectic group of characters find romance in Bangkok's glittering Silom district.",45,,Series,"['Narupornkamol Chaisang', 'Tosatid Darnkhuntod', 'Max Nattapol Diloknawarit', 'Pattaratida Patcharaveerapong']",
Rundfunk: Jachterwachter,2020,,['Comedy'],5.8,1191,"Ronnie, once a child star, is chased by two madmen and a raven. To hide he gets a job with the lonely owner of Camping HIVO. The guests there go crazy finding a star in their midst. Things get absurd.",89,,,"['Yannick van de Velde', 'Tom van Kalmthout', 'Pierre Bokma', 'Stefan Perceval']",['Rob Lücker']
Evelyn,2018,,['Documentary'],7.1,687,"Following his Oscar winning The White Helmets, Orlando von Einsiedel turns his camera on his own family as they attempt to cope with a devastating loss. When his brother, newly diagnosed as...",100,,III,['Orlando von Einsiedel'],['Orlando von Einsiedel']
"Whose Vote Counts, Explained",2020,,['Documentary'],7.3,940,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",74,,,"['John Kasich', 'Carol Anderson', 'Alexandria Ocasio-Cortez', 'Carol Berkin']",
What are the Odds?,2019,,['Drama'],5.4,616,"Follows a day in the life of a high-spirited teenager, Vivek who commits a small and clunky crime as a mark of ""protest"", which leads to her striking an unexpected friendship with well-behaved, always saving the day, head boy, Ashwin.",92,,,"['Yashaswini Dayama', 'Karanvir Malhotra', 'Abhay Deol', 'Priyanka Bose']",['Megha Ramaswamy']
Deaf U,2020,Ongoing,"['Drama', 'Reality-TV']",6.4,414,"Deaf U follows a group of students attending Gallaudet University, a private college catering to the deaf and hard of hearing. For DiMarco, the goal of the series is to show deaf people as humans, from all walks of life.",,,Series,"['Rodney Burford', 'Alexa Paulay-Simmons', 'Cheyenna Clearbrook', 'Dalton Taylor']",
Uma Maheswara Ugra Roopasya,2020,,['Drama'],7.8,1432,"After getting beaten up and insulted by the town bully, a softhearted simpleton Mahesh vows to be barefoot until he gets his revenge.",136,,,"['Satyadev Kancharana', 'V.K. Naresh', 'Suhas', 'K. Raghavan']",['Venkatesh Maha']
Ask Taktikleri,,,['Romance'],,,,,,,"['Demet Özdemir', 'Sukru Ozyildiz', 'Dogukan Polat', 'Özgür Ozan']",['Emre Kabakusak']
Smoking,2018,Ongoing,['Crime'],7.5,400,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",,,Series,"['Rin Furukawa', 'Ryo Ishibashi', 'Nobuaki Kaneko', 'Tomomi Maruyama']",
A Chorus Line,,,"['Drama', 'Musical']",,,"Centered on seventeen Broadway dancers auditioning for spots on a chorus line, set on the bare stage of a Broadway theatre during an audition for a musical. Based on the Broadway musical.",,,,,
The Casketeers,2018,Ongoing,['Documentary'],7.5,410,Maori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,,,Series,"['Francis Tipene', 'Kaiora Tipene']",
We Used to Live Here,,,['Thriller'],,,A homeowner gets a knock at her door by a peculiar family who says they once lived in the house. Things get progressively weirder as a snowstorm strands the visitors as they just won't leave.,,,,['Blake Lively'],
Si Lo Hubiera Sabido,,,['Drama'],,,"Follow the story of a 30-year-old woman who, when feeling dissatisfied with her marriage and family life, finds herself sent back in time 10 years following a lunar eclipse.",,,,['Megan Montaner'],
A Tale Dark & Grimm,2021,Ongoing,"['Animation', 'Action', 'Adventure']",,,Hansel and Gretel walk out of their own story and into eight other classic Grimm and Grimm-inspired fairy tales in this irreverent animated series.,,,Series,"['Scott Adsit', 'Eric Bauza', 'Nicole Byer', 'Ron Funches']",
Sleepless Society: Insomnia,2020,Ongoing,"['Drama', 'Mystery', 'Thriller']",7.4,70,"Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.",,,Series,"['Chutimon Chuengcharoensukying', 'Nutthasit Kotimanuswanich', 'Gee Sutthirak Subvijitra']",
